GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000144746	3	69134095	69155217	7	4	54850040	3.0931	0.00099046	ARL6IP5
ENSG00000163380	3	69156023	69172183	8	6	54850040	3.2748	0.00052869	LMOD3
ENSG00000114541	3	69219141	69591734	253	50	54850040	4.6481	1.6754e-06	FRMD4B
ENSG00000187098	3	69788586	70017488	64	45	54850040	7.5856	1.6542e-14	MITF
ENSG00000114861	3	71003844	71633140	284	127	54850040	9.095	4.7278e-20	FOXP1
ENSG00000163412	3	71724567	71803924	32	24	54850040	6.6169	1.8344e-11	EIF4E3
ENSG00000170837	3	71803201	71805647	1	1	54850040	1.3347	0.090987	GPR27
ENSG00000163421	3	71820807	71834357	6	4	54850040	3.8046	7.1008e-05	PROK2
ENSG00000163602	3	72420976	72496069	57	22	54850040	3.6613	0.00012549	RYBP
ENSG00000144736	3	72798428	72911065	65	28	54850040	4.2111	1.2709e-05	SHQ1
ENSG00000172986	3	72937224	73047289	128	20	54850040	3.2883	0.00050389	GXYLT2
ENSG00000163605	3	73045936	73118350	174	8	54850040	2.2348	0.012717	PPP4R2
ENSG00000255423	3	73110810	73112488	7	2	54850040	2.5144	0.0059625	EBLN2
ENSG00000121440	3	73431584	73674091	90	51	54850040	5.5664	1.3e-08	PDZRN3
ENSG00000113805	3	74311719	74570291	142	73	54850040	5.5804	1.2e-08	CNTN3
ENSG00000227124	3	75758794	75834734	29	20	54850040	5.5564	1.3772e-08	ZNF717
ENSG00000185008	3	75955846	77699115	1253	256	54850040	10.752	2.9018e-27	ROBO2
ENSG00000169855	3	78646390	79816965	457	134	54850040	6.6132	1.881e-11	ROBO1
ENSG00000114480	3	81538850	81811312	92	37	54850040	3.9952	3.2323e-05	GBE1
ENSG00000175161	3	85008132	86123579	402	127	54850040	7.4042	6.5989e-14	CADM2
ENSG00000206538	3	86987119	87040269	44	14	54850040	3.026	0.0012389	VGLL3
ENSG00000083937	3	87276421	87304698	58	10	54850040	5.0216	2.5617e-07	CHMP2B
ENSG00000064835	3	87308554	87325737	24	5	54850040	3.8298	6.4127e-05	POU1F1
ENSG00000163320	3	88101094	88199035	17	13	54850040	5.3441	4.5441e-08	CGGBP1
ENSG00000229729	3	88108424	88188123	11	8	54850040	3.9154	4.5135e-05	RP11-159G9.5
ENSG00000175105	3	88188254	88193815	4	2	54850040	3.3947	0.00034347	ZNF654
ENSG00000179021	3	88198893	88217879	7	5	54850040	3.0964	0.00097948	C3orf38
ENSG00000044524	3	89156674	89531284	140	84	54850040	7.7995	3.1086e-15	EPHA3
ENSG00000184500	3	93591881	93692910	36	24	54850040	6.2219	2.4564e-10	PROS1
ENSG00000169379	3	93698983	93774512	30	20	54850040	5.9091	1.7199e-09	ARL13B
ENSG00000178750	3	93733213	93747454	6	3	54850040	3.0522	0.0011359	STX19
ENSG00000178700	3	93766680	93782233	2	1	54850040	1.6726	0.047201	DHFRL1
ENSG00000178694	3	93781760	93847389	22	15	54850040	5.0982	1.7146e-07	NSUN3
ENSG00000269028	3	96335981	96337000	1	1	54850040	1.5971	0.055125	MTRNR2L12
ENSG00000080224	3	96533425	97471304	285	133	54850040	8.9625	1.5869e-19	EPHA6
ENSG00000113966	3	97483365	97519953	5	3	54850040	3.8137	6.8451e-05	ARL6
ENSG00000233280	3	97540884	97594132	13	10	54850040	4.4017	5.3698e-06	CRYBG3
ENSG00000080200	3	97595819	97663810	11	8	54850040	4.2653	9.9801e-06	CRYBG3
ENSG00000170854	3	97660662	97691301	8	5	54850040	3.0105	0.0013039	MINA
ENSG00000231192	3	97851542	97852483	1	1	54850040	1.5407	0.061694	OR5H1
ENSG00000233412	3	97887544	97888485	1	1	54850040	1.4575	0.07249	OR5H15
ENSG00000230301	3	97983088	97984200	1	1	54850040	1.4654	0.071404	OR5H6
ENSG00000197938	3	98001732	98002676	1	1	54850040	1.5538	0.060113	OR5H2
ENSG00000196098	3	98072698	98073663	1	1	54850040	1.3402	0.090095	OR5K4
ENSG00000232382	3	98188324	98189420	2	1	54850040	1.8861	0.029644	OR5K1
ENSG00000080822	3	98216756	98241910	17	13	54850040	5.8384	2.6359e-09	CLDND1
ENSG00000080819	3	98239976	98312567	47	17	54850040	4.0863	2.1919e-05	CPOX
ENSG00000064225	3	98451080	98540045	75	14	54850040	3.1667	0.00077084	ST3GAL6
ENSG00000057019	3	98514785	98620533	72	14	54850040	2.732	0.0031476	DCBLD2
ENSG00000144810	3	99357319	99518070	55	35	54850040	5.4759	2.1769e-08	COL8A1
ENSG00000184220	3	99536678	99897447	140	64	54850040	6.2826	1.6653e-10	CMSS1
ENSG00000168386	3	99548985	99833357	110	58	54850040	6.4635	5.1144e-11	FILIP1L
ENSG00000235156	3	99904531	99913035	2	1	54850040	2.8778	0.0020022	TMEM30C
ENSG00000036054	3	99979844	100044095	27	10	54850040	3.0361	0.0011984	TBC1D23
ENSG00000114021	3	100053545	100075710	16	11	54850040	4.8366	6.6034e-07	NIT2
ENSG00000154174	3	100082275	100120242	29	11	54850040	3.6431	0.00013469	TOMM70A
ENSG00000206535	3	100120037	100175163	20	10	54850040	3.9627	3.706e-05	LNP1
ENSG00000181458	3	100211463	100296288	146	8	54850040	3.0595	0.0011085	TMEM45A
ENSG00000144820	3	100328433	100414323	63	19	54850040	3.299	0.00048522	GPR128
ENSG00000114354	3	100428205	100467810	20	16	54850040	6.024	8.51e-10	TFG
ENSG00000154175	3	100468000	100712359	312	35	54850040	3.736	9.3467e-05	ABI3BP
ENSG00000081148	3	100941390	101039404	42	26	54850040	6.1305	4.3799e-10	IMPG2
ENSG00000138468	3	101043049	101232085	60	34	54850040	5.8127	3.0731e-09	SENP7
ENSG00000081154	3	101292939	101313281	10	7	54850040	3.6734	0.00011967	PCNP
ENSG00000066422	3	101367733	101396339	7	5	54850040	3.3425	0.00041508	ZBTB11
ENSG00000114391	3	101399935	101405626	6	3	54850040	2.7686	0.0028146	RPL24
ENSG00000182504	3	101442769	101489406	19	13	54850040	5.5113	1.7811e-08	CEP97
ENSG00000144815	3	101498046	101547073	29	21	54850040	6.2511	2.0383e-10	NXPE3
ENSG00000144802	3	101546835	101579866	14	6	54850040	2.6498	0.0040271	NFKBIZ
ENSG00000170044	3	101818088	102198685	177	72	54850040	5.9978	1e-09	ZPLD1
ENSG00000170017	3	105085753	105295744	119	34	54850040	4.8319	6.762e-07	ALCAM
ENSG00000114423	3	105374305	105588396	242	24	54850040	3.1479	0.00082238	CBLB
ENSG00000138483	3	107096188	107097481	2	1	54850040	1.9875	0.023434	CCDC54
ENSG00000114439	3	107241783	107530171	97	57	54850040	7.3569	9.4147e-14	BBX
ENSG00000196776	3	107762145	107809872	23	12	54850040	3.4068	0.00032859	CD47
ENSG00000114446	3	107879659	107941417	12	8	54850040	4.016	2.9595e-05	IFT57
ENSG00000114455	3	108015376	108097132	52	5	54850040	2.0118	0.022118	HHLA2
ENSG00000144821	3	108099216	108248169	51	32	54850040	5.334	4.8048e-08	MYH15
ENSG00000163507	3	108268716	108308491	15	10	54850040	4.2332	1.1518e-05	KIAA1524
ENSG00000198919	3	108308529	108413693	31	22	54850040	6.1788	3.23e-10	DZIP3
ENSG00000163515	3	108462271	108476231	3	2	54850040	2.2999	0.010727	RETNLB
ENSG00000163519	3	108541545	108573852	10	7	54850040	3.6086	0.0001539	TRAT1
ENSG00000138472	3	108626639	108672742	69	8	54850040	2.5949	0.0047311	GUCA1C
ENSG00000114487	3	108677086	108836989	147	23	54850040	3.1354	0.00085813	MORC1
ENSG00000163530	3	109012635	109035364	16	10	54850040	4.9635	3.461e-07	DPPA2
ENSG00000121570	3	109044988	109056419	2	1	54850040	3.1841	0.00072591	DPPA4
ENSG00000177707	3	110788918	110994410	91	30	54850040	3.6855	0.00011414	PVRL3
ENSG00000153283	3	111011566	111384597	219	45	54850040	3.4601	0.00027001	CD96
ENSG00000240891	3	111393523	111565294	144	22	54850040	3.1125	0.00092743	PLCXD2
ENSG00000144824	3	111451344	111695364	193	33	54850040	3.4851	0.00024599	PHLDB2
ENSG00000144827	3	111697857	111712210	7	4	54850040	3.0522	0.0011358	ABHD10
ENSG00000144834	3	111717511	111732734	8	5	54850040	3.7483	8.9011e-05	TAGLN3
ENSG00000176040	3	111753690	111800116	50	6	54850040	1.9733	0.024228	TMPRSS7
ENSG00000114529	3	111805182	111849851	23	10	54850040	2.9905	0.0013926	C3orf52
ENSG00000174500	3	111839688	111852152	6	4	54850040	3.3658	0.00038158	GCSAM
ENSG00000172139	3	111859734	112013105	51	32	54850040	5.8171	2.9936e-09	SLC9C1
ENSG00000091972	3	112051194	112081659	22	7	54850040	2.3468	0.0094681	CD200
ENSG00000186265	3	112182815	112218408	9	6	54850040	4.1596	1.5939e-05	BTLA
ENSG00000144848	3	112251356	112280893	20	5	54850040	2.2484	0.012276	ATG3
ENSG00000138459	3	112280556	112304424	23	2	54850040	1.9289	0.026872	SLC35A5
ENSG00000091986	3	112323407	112368377	17	8	54850040	3.086	0.0010144	CCDC80
ENSG00000206531	3	112534556	112565703	7	4	54850040	3.6231	0.00014552	CD200R1L
ENSG00000163606	3	112640056	112693969	60	3	54850040	2.6311	0.0042552	CD200R1
ENSG00000163607	3	112709765	112733907	7	5	54850040	4.1384	1.7484e-05	GTPBP8
ENSG00000163608	3	112721287	112738708	6	4	54850040	3.2061	0.00067269	C3orf17
ENSG00000144857	3	112929850	113006303	59	23	54850040	4.1779	1.4712e-05	BOC
ENSG00000206530	3	113005777	113160457	250	20	54850040	4.8245	7.0168e-07	WDR52
ENSG00000163611	3	113161565	113234034	159	11	54850040	4.5655	2.4911e-06	SPICE1
ENSG00000072858	3	113251143	113348425	174	19	54850040	5.2513	7.5512e-08	SIDT1
ENSG00000176542	3	113367232	113415493	20	14	54850040	5.4931	1.9745e-08	KIAA2018
ENSG00000121579	3	113435307	113465147	12	8	54850040	4.4513	4.2686e-06	NAA50
ENSG00000114573	3	113465866	113530903	30	19	54850040	5.2836	6.3346e-08	ATP6V1A
ENSG00000178075	3	113547029	113666021	55	40	54850040	7.9726	7.7716e-16	GRAMD1C
ENSG00000184307	3	113666748	113684248	5	3	54850040	4.6446	1.7033e-06	ZDHHC23
ENSG00000163617	3	113682984	113775460	27	20	54850040	6.2675	1.835e-10	KIAA1407
ENSG00000151576	3	113724680	113807269	23	17	54850040	5.5256	1.6418e-08	QTRTD1
ENSG00000151577	3	113847499	113918254	38	24	54850040	5.9435	1.3952e-09	DRD3
ENSG00000181847	3	113995760	114029135	17	12	54850040	4.7061	1.2625e-06	TIGIT
ENSG00000181722	3	114056941	114866118	398	74	54850040	5.8188	2.9642e-09	ZBTB20
ENSG00000172020	3	115342171	115440337	50	35	54850040	6.292	1.5675e-10	GAP43
ENSG00000185565	3	115521235	117716095	1198	267	54850040	10.391	1.3666e-25	LSAMP
ENSG00000144847	3	118619404	118864915	150	66	54850040	5.6302	9e-09	IGSF11
ENSG00000163424	3	118864997	118878889	4	2	54850040	2.1181	0.017084	C3orf30
ENSG00000251012	3	118866222	118906654	20	12	54850040	4.8805	5.2918e-07	RP11-484M3.5
ENSG00000114638	3	118892364	118924000	28	10	54850040	4.4455	4.3839e-06	UPK1B
ENSG00000121578	3	118930579	118959950	38	8	54850040	4.4122	5.1154e-06	B4GALT4
ENSG00000031081	3	119013220	119139561	100	25	54850040	4.3458	6.9387e-06	ARHGAP31
ENSG00000176142	3	119148347	119187677	17	12	54850040	5.184	1.0857e-07	TMEM39A
ENSG00000163389	3	119187785	119213555	5	3	54850040	3.085	0.0010176	POGLUT1
ENSG00000113845	3	119217379	119243937	14	8	54850040	3.5976	0.00016058	TIMMDC1
ENSG00000121594	3	119243140	119278449	46	7	54850040	2.4285	0.0075817	CD80
ENSG00000144843	3	119298115	119308792	6	3	54850040	2.674	0.0037477	ADPRH
ENSG00000144837	3	119316689	119348658	23	13	54850040	4.1782	1.4688e-05	PLA1A
ENSG00000121577	3	119355304	119384171	8	6	54850040	3.6475	0.00013239	POPDC2
ENSG00000138495	3	119373360	119396301	4	2	54850040	2.9833	0.0014259	COX17
ENSG00000183833	3	119421869	119485949	59	8	54850040	2.5357	0.0056108	MAATS1
ENSG00000144852	3	119499331	119537332	12	8	54850040	4.4886	3.5853e-06	NR1I2
ENSG00000082701	3	119540170	119813264	247	13	54850040	3.3864	0.00035408	GSK3B
ENSG00000175697	3	119883492	120003941	61	25	54850040	3.9788	3.4634e-05	GPR156
ENSG00000163428	3	120043356	120068186	27	3	54850040	1.9677	0.024553	LRRC58
ENSG00000163430	3	120111140	120170100	57	11	54850040	2.8835	0.0019667	FSTL1
ENSG00000065518	3	120315156	120321347	4	2	54850040	3.5384	0.00020128	NDUFB4
ENSG00000113924	3	120347020	120401418	18	10	54850040	4.0826	2.2264e-05	HGD
ENSG00000144840	3	120405528	120461840	32	11	54850040	3.5868	0.00016736	RABL3
ENSG00000153767	3	120461484	120501916	15	9	54850040	3.7087	0.00010417	GTF2E1
ENSG00000145087	3	120626919	121143608	216	104	54850040	7.7298	5.3846e-15	STXBP5L
ENSG00000051341	3	121150278	121264853	37	23	54850040	5.9658	1.2168e-09	POLQ
ENSG00000186103	3	121289551	121305481	2	1	54850040	1.7373	0.041167	ARGFX
ENSG00000163833	3	121311966	121349139	26	8	54850040	2.6408	0.0041353	FBXO40
ENSG00000180353	3	121350246	121379774	31	7	54850040	2.3423	0.0095826	HCLS1
ENSG00000173230	3	121382046	121468602	44	12	54850040	2.7238	0.0032266	GOLGB1
ENSG00000173226	3	121488610	121553926	84	8	54850040	2.127	0.016712	IQCB1
ENSG00000145088	3	121554030	121605373	38	6	54850040	2.4174	0.0078149	EAF2
ENSG00000163406	3	121612936	121662949	171	3	54850040	1.6701	0.047446	SLC15A2
ENSG00000145103	3	121706170	121741051	18	5	54850040	2.2577	0.011983	ILDR1
ENSG00000114013	3	121774213	121839983	26	14	54850040	4.3169	7.9133e-06	CD86
ENSG00000036828	3	121902530	122005342	53	15	54850040	2.9472	0.0016036	CASR
ENSG00000121552	3	122044091	122060819	7	5	54850040	3.5047	0.00022857	CSTA
ENSG00000160124	3	122078438	122102078	9	5	54850040	3.6261	0.00014384	CCDC58
ENSG00000114023	3	122103023	122131181	17	10	54850040	3.8946	4.9178e-05	FAM162A
ENSG00000114030	3	122140796	122233792	37	24	54850040	5.5665	1.2993e-08	KPNA1
ENSG00000138496	3	122246771	122283424	8	5	54850040	3.4717	0.00025858	PARP9
ENSG00000163840	3	122283085	122294050	4	2	54850040	2.9641	0.001518	DTX3L
ENSG00000173200	3	122296449	122357894	30	10	54850040	3.2817	0.000516	PARP15
ENSG00000173193	3	122399465	122449687	33	14	54850040	4.7244	1.1538e-06	PARP14
ENSG00000169087	3	122458846	122512671	33	12	54850040	3.7284	9.6354e-05	HSPBAP1
ENSG00000138463	3	122513642	122599986	51	15	54850040	3.8128	6.8705e-05	DIRC2
ENSG00000082684	3	122628041	122747452	107	34	54850040	4.1927	1.3784e-05	SEMA5B
ENSG00000065485	3	122785909	122944074	57	28	54850040	4.3902	5.6628e-06	PDIA5
ENSG00000121542	3	122920774	122992977	22	16	54850040	5.1583	1.2462e-07	SEC22A
ENSG00000173175	3	123001143	123168605	85	47	54850040	5.5502	1.4264e-08	ADCY5
ENSG00000206527	3	123209667	123304032	32	21	54850040	5.5239	1.6578e-08	PTPLB
ENSG00000065534	3	123328896	123603178	120	72	54850040	6.5445	2.9847e-11	MYLK
ENSG00000175455	3	123616152	123680564	18	14	54850040	5.5839	1.1761e-08	CCDC14
ENSG00000065371	3	123687368	123711025	9	6	54850040	3.5785	0.00017279	ROPN1
ENSG00000160145	3	123798870	124445172	440	86	54850040	5.4736	2.2053e-08	KALRN
ENSG00000114491	3	124449213	124464040	5	3	54850040	3.788	7.5941e-05	UMPS
ENSG00000082781	3	124480795	124620265	82	25	54850040	3.3005	0.0004825	ITGB5
ENSG00000173702	3	124624289	124672663	32	12	54850040	3.1432	0.00083566	MUC13
ENSG00000173706	3	124684554	124774802	41	26	54850040	4.9676	3.3897e-07	HEG1
ENSG00000221955	3	124801480	124998021	167	63	54850040	6.3771	9.0225e-11	SLC12A8
ENSG00000163848	3	124944405	125094198	63	31	54850040	5.6734	7e-09	ZNF148
ENSG00000114520	3	125165495	125239041	54	16	54850040	4.169	1.5297e-05	SNX4
ENSG00000144909	3	125247702	125313934	34	15	54850040	3.8318	6.3607e-05	OSBPL11
ENSG00000189366	3	125648118	125655882	2	1	54850040	2.4608	0.0069307	ALG1L
ENSG00000114547	3	125687987	125702297	2	1	54850040	3.1461	0.00082723	ROPN1B
ENSG00000114544	3	125725198	125820404	72	13	54850040	2.7532	0.0029508	SLC41A3
ENSG00000144908	3	125822412	125916837	56	39	54850040	7.1204	5.379e-13	ALDH1L1
ENSG00000163884	3	126061478	126076285	5	3	54850040	3.5279	0.00020946	KLF15
ENSG00000163885	3	126113782	126155399	41	18	54850040	3.4072	0.00032818	CCDC37
ENSG00000070476	3	126156444	126194762	18	11	54850040	4.2498	1.0696e-05	ZXDC
ENSG00000159650	3	126200124	126236616	22	12	54850040	3.7236	9.8215e-05	UROC1
ENSG00000180767	3	126243126	126262134	18	4	54850040	2.2564	0.012024	CHST13
ENSG00000180697	3	126245842	126277808	26	11	54850040	3.3925	0.00034628	C3orf22
ENSG00000197763	3	126290622	126373998	35	22	54850040	6.0404	7.6871e-10	TXNRD3
ENSG00000206483	3	126290625	126327398	15	10	54850040	5.4753	2.1839e-08	TXNRD3NB
ENSG00000159685	3	126423063	126679249	150	21	54850040	2.8716	0.0020418	CHCHD6
ENSG00000114554	3	126707437	126756235	23	16	54850040	5.1236	1.4984e-07	PLXNA1
ENSG00000214324	3	126911974	126917025	1	1	54850040	1.7379	0.041111	C3orf56
ENSG00000163870	3	127291912	127317094	8	5	54850040	3.7487	8.8883e-05	TPRA1
ENSG00000073111	3	127317066	127341276	10	6	54850040	3.6934	0.00011063	MCM2
ENSG00000114631	3	127348024	127391652	15	8	54850040	4.4042	5.3088e-06	PODXL2
ENSG00000114626	3	127391778	127399768	1	1	54850040	1.3596	0.086976	ABTB1
ENSG00000074416	3	127407909	127542051	113	17	54850040	2.9704	0.0014871	MGLL
ENSG00000187715	3	127634075	127706514	22	14	54850040	4.8723	5.5165e-07	KBTBD12
ENSG00000058262	3	127770484	127790526	53	4	54850040	3.6541	0.00012904	SEC61A1
ENSG00000175792	3	127783621	127872757	203	11	54850040	3.8246	6.5504e-05	RUVBL1
ENSG00000132394	3	127872297	128127485	437	15	54850040	4.1782	1.469e-05	EEFSEC
ENSG00000179407	3	128181282	128186091	2	1	54850040	1.997	0.022911	DNAJB8
ENSG00000179348	3	128198270	128212028	20	6	54850040	3.0088	0.0013113	GATA2
ENSG00000198685	3	128290843	128294929	4	2	54850040	3.7164	0.00010103	C3orf27
ENSG00000163902	3	128338817	128399918	16	11	54850040	4.4625	4.051e-06	RPN1
ENSG00000075785	3	128444965	128533639	27	16	54850040	4.7852	8.5405e-07	RAB7A
ENSG00000177646	3	128598439	128634910	12	6	54850040	3.4731	0.00025726	ACAD9
ENSG00000114656	3	128628709	128721533	33	23	54850040	6.4008	7.7275e-11	KIAA1257
ENSG00000187695	3	128628717	128690173	23	17	54850040	6.2313	2.3122e-10	RP11-723O4.6
ENSG00000114654	3	128720472	128759585	19	13	54850040	4.6759	1.4633e-06	EFCC1
ENSG00000169704	3	128779610	128781249	1	1	54850040	1.542	0.061535	GP9
ENSG00000172780	3	128806412	128841644	21	14	54850040	4.8547	6.0288e-07	RAB43
ENSG00000261796	3	128806418	128879879	36	23	54850040	5.4584	2.4026e-08	ISY1-RAB43
ENSG00000240682	3	128846258	128880136	13	8	54850040	3.4986	0.00023382	ISY1
ENSG00000169714	3	128888327	128902765	9	6	54850040	3.5223	0.00021394	CNBP
ENSG00000181789	3	128968449	128996614	9	6	54850040	3.4999	0.00023271	COPG1
ENSG00000183624	3	128997671	129025029	7	5	54850040	3.193	0.00070403	HMCES
ENSG00000184897	3	129033615	129035120	1	1	54850040	1.5821	0.056819	H1FX
ENSG00000172771	3	129120164	129147494	16	4	54850040	2.871	0.0020458	EFCAB12
ENSG00000129071	3	129149787	129158878	5	3	54850040	3.032	0.0012148	MBD4
ENSG00000163913	3	129158968	129239198	42	23	54850040	4.8989	4.8199e-07	IFT122
ENSG00000163914	3	129247483	129254012	9	6	54850040	3.3147	0.00045865	RHO
ENSG00000178804	3	129262057	129270310	5	3	54850040	4.1922	1.3812e-05	H1FOO
ENSG00000004399	3	129274018	129325661	77	12	54850040	3.1129	0.00092616	PLXND1
ENSG00000172765	3	129366635	129612419	183	31	54850040	3.7859	7.6574e-05	TMCC1
ENSG00000170893	3	129693148	129696781	5	2	54850040	2.5133	0.0059807	TRH
ENSG00000172752	3	130064359	130203688	117	22	54850040	3.2217	0.00063723	COL6A5
ENSG00000206384	3	130279178	130396999	70	21	54850040	3.661	0.00012562	COL6A6
ENSG00000196455	3	130397779	130465673	28	17	54850040	5.4299	2.82e-08	PIK3R4
ENSG00000017260	3	130569439	130735556	92	20	54850040	3.2457	0.00058587	ATP2C1
ENSG00000034533	3	130732719	130746493	6	4	54850040	2.9567	0.0015546	ASTE1
ENSG00000114670	3	130745694	131069309	192	28	54850040	3.2942	0.00049345	NEK11
ENSG00000198585	3	131100515	131107674	5	3	54850040	3.0128	0.0012944	NUDT16
ENSG00000114686	3	131181056	131221827	21	15	54850040	5.0883	1.8069e-07	MRPL3
ENSG00000196353	3	131252399	132004254	621	84	54850040	5.4814	2.1102e-08	CPNE4
ENSG00000014257	3	132036211	132087142	35	8	54850040	2.9405	0.0016386	ACPP
ENSG00000138246	3	132136370	132257876	44	31	54850040	6.9843	1.4319e-12	DNAJC13
ENSG00000240303	3	132276982	132379567	37	27	54850040	6.5304	3.2787e-11	ACAD11
ENSG00000113971	3	132276986	132441303	65	44	54850040	7.7222	5.7176e-15	NPHP3
ENSG00000129048	3	132316081	132337811	4	2	54850040	2.2592	0.011936	ACKR4
ENSG00000081307	3	132373290	132396941	7	5	54850040	3.8458	6.0079e-05	UBA5
ENSG00000144868	3	132757235	133116636	185	37	54850040	3.7498	8.849e-05	TMEM108
ENSG00000170819	3	133118839	133194066	68	17	54850040	3.3791	0.00036355	BFSP2
ENSG00000091527	3	133292574	133309105	14	7	54850040	3.3932	0.0003454	CDV3
ENSG00000163781	3	133317019	133380737	19	14	54850040	5.7745	3.8587e-09	TOPBP1
ENSG00000091513	3	133464800	133497850	37	8	54850040	2.3679	0.0089458	TF
ENSG00000144867	3	133502877	133544616	37	5	54850040	2.1272	0.016703	SRPRB
ENSG00000154917	3	133543083	133614680	61	21	54850040	4.2312	1.1622e-05	RAB6B
ENSG00000221972	3	133646992	133648656	2	1	54850040	2.2065	0.013675	C3orf36
ENSG00000174640	3	133651540	133771028	91	26	54850040	3.5247	0.00021197	SLCO2A1
ENSG00000163785	3	133784147	133969689	159	27	54850040	3.1313	0.00087022	RYK
ENSG00000114019	3	134074716	134094321	10	6	54850040	3.8839	5.1402e-05	AMOTL2
ENSG00000129055	3	134196548	134205558	4	2	54850040	2.8328	0.002307	ANAPC13
ENSG00000182923	3	134204585	134293859	49	21	54850040	4.4324	4.6598e-06	CEP63
ENSG00000154928	3	134316643	134979309	412	94	54850040	6.8903	2.7843e-12	EPHB1
ENSG00000174611	3	134321980	134370478	34	11	54850040	3.5029	0.00023014	KY
ENSG00000073711	3	135684515	135866733	101	41	54850040	4.7833	8.62e-07	PPP2R3A
ENSG00000174579	3	135867764	135916083	28	15	54850040	4.0128	2.9995e-05	MSL2
ENSG00000114054	3	135969148	136056738	75	18	54850040	3.5326	0.00020578	PCCB
ENSG00000118007	3	136055077	136471220	368	40	54850040	4.1227	1.8725e-05	STAG1
ENSG00000168917	3	136537489	136574734	19	12	54850040	4.5531	2.6434e-06	SLC35G2
ENSG00000158092	3	136581050	136668665	59	17	54850040	4.0205	2.9036e-05	NCK1
ENSG00000174564	3	136665072	136729927	32	20	54850040	5.5122	1.7716e-08	IL20RB
ENSG00000066405	3	137717577	137752494	18	9	54850040	4.4102	5.1638e-06	CLDN18
ENSG00000158163	3	137780832	137834660	24	15	54850040	5.1311	1.4401e-07	DZIP1L
ENSG00000118017	3	137842560	137851229	1	1	54850040	2.0423	0.020561	A4GNT
ENSG00000138231	3	137879854	137893791	4	2	54850040	4.6886	1.3753e-06	DBR1
ENSG00000114098	3	137906109	138017231	46	27	54850040	5.6309	8.9636e-09	ARMC8
ENSG00000181322	3	137980279	138048728	37	12	54850040	3.6471	0.00013261	NME9
ENSG00000158186	3	138066539	138124375	72	8	54850040	2.2326	0.012786	MRAS
ENSG00000158220	3	138153428	138200528	35	13	54850040	3.4317	0.00029994	ESYT3
ENSG00000114107	3	138213186	138313380	46	33	54850040	7.0692	7.7932e-13	CEP70
ENSG00000158234	3	138327448	138352218	6	4	54850040	4.2356	1.1399e-05	FAIM
ENSG00000051382	3	138372860	138553780	73	41	54850040	5.612	1e-08	PIK3CB
ENSG00000183770	3	138663066	138665982	2	1	54850040	2.1145	0.017236	FOXL2
ENSG00000206262	3	138666076	138672293	3	2	54850040	2.3541	0.0092837	C3orf72
ENSG00000206260	3	138722804	138725110	3	2	54850040	2.4984	0.0062379	PRR23A
ENSG00000175110	3	138724648	139076065	135	66	54850040	6.1431	4.0464e-10	MRPS22
ENSG00000184814	3	138737873	138739768	2	1	54850040	1.806	0.03546	PRR23B
ENSG00000233701	3	138760944	138763734	1	1	54850040	1.6613	0.048324	PRR23C
ENSG00000184432	3	139074442	139108574	8	6	54850040	3.9248	4.3402e-05	COPB2
ENSG00000114113	3	139171726	139199589	12	8	54850040	4.4381	4.5388e-06	RBP2
ENSG00000114115	3	139236276	139258671	10	6	54850040	3.1363	0.00085537	RBP1
ENSG00000163864	3	139279022	139396859	36	24	54850040	5.7219	5.2682e-09	NMNAT3
ENSG00000158258	3	139654027	140296239	330	107	54850040	6.6242	1.7453e-11	CLSTN2
ENSG00000155890	3	140396881	140419992	10	7	54850040	4.2045	1.3081e-05	TRIM42
ENSG00000114120	3	140660672	140698775	38	2	54850040	1.535	0.062389	SLC25A36
ENSG00000175093	3	140770244	140867453	29	19	54850040	5.8728	2.1428e-09	SPSB4
ENSG00000155893	3	140947568	141013748	17	12	54850040	4.2288	1.1745e-05	ACPL2
ENSG00000177311	3	141043055	141168634	162	20	54850040	4.0296	2.7931e-05	ZBTB38
ENSG00000155903	3	141205889	141334184	134	12	54850040	2.6884	0.00359	RASA2
ENSG00000114125	3	141457046	141466402	1	1	54850040	1.6243	0.05216	RNF7
ENSG00000114124	3	141496990	141537332	19	14	54850040	4.9036	4.7044e-07	GRK7
ENSG00000069849	3	141594966	141645356	37	8	54850040	2.6707	0.0037846	ATP1B3
ENSG00000114126	3	141663277	141868386	104	33	54850040	4.0705	2.3457e-05	TFDP2
ENSG00000175066	3	141882414	141944449	39	9	54850040	3.0159	0.001281	GK5
ENSG00000114127	3	142025449	142166904	52	32	54850040	5.6534	7.8664e-09	XRN1
ENSG00000175054	3	142168077	142297668	60	28	54850040	4.3785	5.9739e-06	ATR
ENSG00000120756	3	142315229	142432506	55	23	54850040	4.6999	1.3013e-06	PLS1
ENSG00000144935	3	142442916	142526730	47	13	54850040	3.6859	0.00011396	TRPC1
ENSG00000163710	3	142534764	142608045	59	19	54850040	4.088	2.1755e-05	PCOLCE2
ENSG00000188582	3	142668006	142682178	8	5	54850040	3.6597	0.00012624	PAQR9
ENSG00000163714	3	142683339	142779567	50	29	54850040	5.102	1.6803e-07	U2SURP
ENSG00000175040	3	142838173	142841800	3	2	54850040	2.8611	0.0021106	CHST2
ENSG00000181804	3	142984064	143567373	327	106	54850040	6.0643	6.6281e-10	SLC9A9
